Text
Overview
History and relationships to other fields
Artificial intelligence
Data mining
Optimization
Generalization
Statistics
 Theory
Approaches
Supervised learning
Unsupervised learning
Semi-supervised learning
Reinforcement learning
Dimensionality Reduction
Other types
Self learning
Feature learning
Sparse dictionary learning
Anomaly detection
Robot learning
Association rules
Models
Artificial neural networks
Decision trees
Support-vector machines
Regression analysis
Bayesian networks
Genetic algorithms
Training models
Federated learning
Applications
Limitations
Bias
Model assessments
Ethics
Hardware
Software
Free and open-source software
Proprietary software with free and open-source editions
Proprietary software
Journals
Conferences
See also
References
Further reading
External links
